-0.125,unadvised,ill-advised
-0.375,anaerobiotic,anaerobic
0.5,aerobic
-0.25,anaerobic
0.625,esthetical,esthetic,aesthetical,aesthetic
0.625,artistic
0.25,painterly
0.25,sensuous
-0.375,unartistic,inartistic
0.375,affected
-0.375,struck,stricken,smitten
0.125,stage-struck
-0.625,subject
-0.375,taken
-0.5,wonder-struck
-0.625,immune
0.125,superior
-0.625,unimpressed
-0.375,untouched,unswayed,uninfluenced
-0.25,stilted,hokey,contrived,artificial
-0.5,strained,forced,constrained
-0.25,elocutionary
-0.375,mannered
0.125,plummy
0.625,unaffected
0.25,natural0,lifelike
-0.375,unmannered
0.5,affirmatory,affirmative
0.25,assentient
-0.75,negative
-0.625,dissident,dissenting,dissentient
0.125,acceptive
0.25,accepting
-0.375,rejective
-0.75,dismissive
-0.5,afraid
-0.75,acrophobic
-0.125,afeared,afeard
0.25,shocked,dismayed,appalled,aghast
-0.75,agoraphobic
-0.625,alarmed
-0.875,algophobic
-0.5,apprehensive
-0.125,hangdog
-0.75,claustrophobic
-0.25,fearful
-0.125,scared,frightened
-0.25,horror-struck,horror-stricken,horrified
0.5,hunted
-0.75,hydrophobic,aquaphobic
-0.75,mysophobic
-0.75,numb
-0.375,shitless
-0.5,terror-struck,terror-stricken
-0.625,triskaidekaphobic
-0.625,unnerved
0.125,white-lipped
-0.75,xenophobic
0.125,unafraid,fearless
-0.625,unapprehensive
-0.125,unshrinking,unintimidated,unflinching,unblinking
0.375,unfrightened
0.5,aggressive
0.5,combative,bellicose,battleful
0.375,militant,competitive
0.25,in-your-face
-0.125,obstreperous
0.25,rough,pugnacious
0.25,scrappy
-0.25,truculent
-0.625,unaggressive,nonaggressive
-0.25,low-pressure
-0.5,agitated
-0.25,worked_up,excited,emotional,aroused
-0.125,overwrought,distraught
-0.5,shaken,jolted
-0.25,phrenetic,frenzied,frenetic,frantic
-0.5,hysterical
-0.5,psychedelic
-0.5,unagitated
-0.125,agitated
0.25,churning,churned-up
-0.75,unagitated
-0.25,nonturbulent
0.25,unstirred
0.5,agreeable
-0.75,disagreeable
-0.5,vexing,vexatious,teasing,plaguy,plaguey,pestiferous,pestering,pesky,nettlesome,irritating,galling,bothersome,annoying
-0.334,harsh,abrasive
-0.625,trying,stressful,nerve-wracking,nerve-racking
-0.625,unsweet
0.5,watchful,alert
0.375,wakeful,vigilant,open-eyed,argus-eyed
-0.5,fly
0.5,wide-awake,heads-up
-0.25,sleepless,lidless
-0.25,unwatchful,unvigilant,unalert
0.125,transferrable,transferable,negotiable,conveyable,assignable
-0.25,unalienable,inalienable
-0.5,inviolable,infrangible,absolute
0.5,non-negotiable
-0.375,untransferable,unassignable,nontransferable
0.125,live,alive
0.25,liveborn
0.5,viable
-0.75,dead
-0.5,gone,departed,deceased,at_rest,at_peace,asleep
-0.5,exsanguinous,exsanguine,bloodless
-0.75,pulseless,inanimate,breathless
-0.375,cold
-0.375,deathly,deathlike
-0.375,doomed
-0.25,fallen
0.125,late
-0.5,lifeless,exanimate
-0.625,nonviable
-0.25,stillborn
-0.375,stone-dead
0.25,eccrine
-0.125,subartesian
0.5,live
-0.125,living
-0.625,dead
-0.125,out,extinct
-0.75,lifeless
-0.125,analphabetic
0.25,precocial
0.875,selfless,altruistic
0.375,self-centred,self-centered,egoistical,egoistic,egocentric
0.5,self-involved,self-absorbed
0.125,ambiguous
0.5,double-barrelled,double-barreled
0.125,oracular,enigmatic
0.375,multivalent,multi-valued
0.375,unambiguous
0.125,monosemous
0.375,ambitious
0.625,pushy,pushful
0.5,wishful,aspiring,aspirant
0.375,driven,determined,compulsive
0.25,would-be,manque
0.125,overambitious
0.5,unambitious,ambitionless
-0.25,shiftless
-0.25,ametropic
0.25,generous
-0.625,stingy,scrimpy,meagre,meagerly,meager
-0.5,spare,scanty,bare
-0.5,exiguous
-0.5,hand-to-mouth
-0.375,hardscrabble
0.5,anabolic
-0.75,katabolic,catabolic
-0.25,stigmatic,anastigmatic
0.125,analytical,analytic
0.125,uninflected,analytic
-0.25,derivational
-0.5,provoked,aggravated
-0.375,black
-0.5,irascible,choleric
0.125,sore,mad,huffy
-0.75,umbrageous,outraged,indignant,incensed
-0.375,ireful,irate
0.125,livid
0.25,smouldering,smoldering
-0.25,wrothful,wroth,wrathful
-0.125,unangry
-0.875,resentful
0.25,bitter,acrimonious
0.125,rancorous
-0.5,unresentful
-0.75,unbitter
-0.25,sentient,animate
-0.125,sensate
-0.375,insentient,insensate
-0.25,unfeeling
-0.75,nonliving,non-living,inanimate
0.375,animated,alive
0.375,spirited,enlivened
0.125,vital,lively,full_of_life
0.375,revived,reanimated
-0.125,unanimated
0.25,lifeless
-0.25,wan
0.5,enlivened
0.875,perked_up
-0.625,unenlivened
-0.5,anonymous,anon.
-0.125,postmortem,postmortal
0.25,prevenient,anticipatory
-0.375,preexisting,preexistent,pre-existing,pre-existent
-0.125,decurved
-0.125,preceding
-0.125,above
-0.125,above-named,above-mentioned
-0.375,consecutive,back-to-back
0.375,precedented
-0.625,unexampled,new
-0.125,nonprehensile
-0.125,prenatal,antepartum,antenatal
-0.125,postpartum,postnatal
-0.125,retrograde
-0.125,anterograde
0.5,appealable
-0.5,unappealable
-0.625,unappendaged
0.25,appetizing,appetising
0.375,savoury,savory,mouth-watering
-0.75,unappetizing,unappetising
-0.375,unapproachable
-0.5,standoffish,offish
0.5,pat
-0.625,inappropriate
-0.625,unbefitting
-0.875,wrong,improper
-0.25,overdue,delinquent
-0.125,undue
0.75,due
-0.625,undue
0.375,apropos
0.125,pertinent,apt,apposite
-0.5,malapropos
-0.75,out_of_place,inapposite
0.25,a_priori
0.125,a_posteriori
-0.5,apteral
0.375,porticoed,amphistylar,amphiprostyle,amphiprostylar
0.375,pseudoprostyle,prostyle
-0.625,nonarbitrable
0.125,columned
0.125,columnar
0.125,colonnaded
0.125,pillared
-0.5,uncolumned,noncolumned
-0.25,astylar
-0.125,unpillared
-0.625,nonarboreal
-0.125,sandy,sandlike,arenaceous
-0.125,clayey,argillaceous
0.125,armed
-0.5,unarmed
0.125,barehanded
0.125,clean
-0.125,defenseless,defenceless
-0.125,armoured,armored
-0.375,steel-plated,armour-plated,armour-clad,armor-plated,armor-clad
-0.5,bony-plated
0.125,bulletproof
-0.125,mailed,mail-clad
-0.125,armed
-0.375,thorny,spiny,setose,setaceous,prickly,burry,burred,bristly,bristled,briery,briary,barbellate,barbed
-0.125,brushlike
-0.25,taloned,clawed
-0.625,unarmed
-0.25,thornless,spineless
-0.125,armlike
-0.125,armoured,armored
-0.125,bone-covered
-0.125,unarmoured,unarmored
-0.625,scaleless
0.625,artful
0.5,wily,tricky,tricksy,sly,slick,knavish,guileful,foxy,dodgy,cunning,crafty
0.625,precious,cute
0.125,scheming,designing
0.625,deep
0.625,elusive
0.25,manipulative
-0.125,pawky
-0.375,artless
-0.125,careless
-0.375,articulate
0.25,smooth-spoken,silver-tongued,silver,fluent,facile,eloquent
0.5,speech-endowed
-0.625,unarticulate,inarticulate
-0.75,aphasic
-0.75,voiceless,aphonic
-0.375,tongue-tied,incoherent
-0.25,wordless,unspoken,tongueless,mute
-0.625,speechless,dumb
-0.5,unarticulated
0.5,speaking
-0.25,tongued
-0.5,walk-on,nonspeaking
-0.625,articulated,articulate
-0.625,unarticulated
-0.5,unjointed
-0.75,ashamed
-0.5,shamed,dishonored,disgraced,discredited
-0.5,mortified,humiliated,embarrassed
0.25,shamefaced,shamed,hangdog,guilty
0.25,sheepish,shamefaced
0.625,insolent,brazen-faced,brazen,brassy,bodacious,barefaced,bald-faced,audacious
-0.5,unblushing,shameless
-0.375,unembarrassed,unabashed
0.375,self-assertive,self-asserting,assertive
0.25,cocky
0.25,forceful,emphatic
0.625,unassertive
-0.125,nonassertive
-0.125,self-effacing,retiring,reticent
-0.625,associatory,associative
0.625,associable
-0.125,nonassociative
0.25,betrothed,bespoken
-0.75,uncommitted,unattached
-0.625,unpromised,unpledged,unengaged
0.125,affixed
-0.25,unaffixed,loose
-0.125,stalkless,sessile
-0.125,stalked,pedunculate
-0.625,sessile
-0.125,unattached,free-swimming
-0.5,separate,freestanding
0.25,unstuck
0.5,attachable
0.5,bondable,bindable
0.125,clip-on
0.25,detachable
0.625,clastic
0.625,wary
0.375,upon_one's_guard,on_your_guard,on_one's_guard,on_guard
0.25,shy
-0.5,unwary
0.375,gullible
-0.25,unguarded
0.25,attentive
0.125,wrapped,intent,enwrapped,engrossed,captive,absorbed
0.5,heedful,advertent
0.5,observant
-0.5,oversolicitous
0.25,solicitous
-0.125,inattentive
0.25,scatty,abstracted,absentminded,absent
-0.25,distrait,distracted
-0.125,yawning,oscitant,drowsy
0.375,oblivious,forgetful
0.875,attractive
0.5,fascinating,entrancing,enthralling,enchanting,captivating,bewitching
0.5,magnetic,charismatic
0.5,cute,cunning
0.5,dinky
0.875,piquant,engaging
0.625,winning,taking,fetching
-0.375,showy,glossy
0.375,spellbinding,mesmerizing,mesmeric,hypnotic
0.5,irresistible
0.625,personable
0.5,photogenic
0.5,prepossessing
0.625,winsome
0.25,unattractive
0.125,plain,homely
-0.125,subfusc
-0.125,unpresentable,unprepossessing
0.5,repulsive
0.25,appealing
0.25,catchy,attention-getting
0.375,attractive
-0.5,unappealing
-0.25,off-putting
0.375,unattractive
0.625,attributable
-0.25,referable,imputable,due,ascribable
-0.125,unattributable,unascribable
-0.125,nonpregnant
0.375,hearable,audible
-0.375,unhearable,inaudible
0.125,voiceless,breathed
0.375,infrasonic
-0.625,unsounded,silent
0.375,ultrasonic,supersonic
0.25,unheard
0.625,auspicious
-0.375,promising,hopeful,bright
0.75,rosy,fortunate
-0.778,unfortunate,inauspicious
-0.375,unpromising
0.5,propitious
0.75,prosperous,lucky,golden,favourable,favorable
0.375,gracious
-0.625,unpropitious
-0.5,ominous,inauspicious,ill
-0.75,thunderous
-0.375,authorized,authorised
-0.875,unauthorized,unauthorised
-0.25,unlicensed,unlicenced,unaccredited
-0.75,unconstitutional
-0.625,self-induced
0.375,semiautomatic,self-loading,autoloading
0.5,smart
-0.25,manual
0.375,available
0.125,accessible
0.625,acquirable
0.625,addressable
0.125,easy
0.125,forthcoming
0.625,procurable,obtainable,gettable,getable
0.25,lendable
0.375,visible
0.375,on_hand
-0.5,open
-0.125,unavailable
-0.625,untouchable,unprocurable,unobtainable,inaccessible
-0.625,out_of_stock
-0.375,awake
-0.625,watchful,sleepless,insomniac
-0.25,wide-awake,unsleeping
-0.125,sound_asleep,fast_asleep
0.375,somnolent,slumbrous,slumbery,slumberous
-0.25,unawakened
-0.125,astringent
-0.25,styptic,hemostatic
-0.375,nonastringent
0.5,cognizant,cognisant,aware
0.625,awake,alive,alert
0.625,conscious
0.625,sensible
-0.25,unaware,incognizant
-0.125,unmindful,oblivious
-0.75,unconscious
-0.625,unsuspecting
0.375,witting
-0.625,unwitting
-0.5,alarming
-0.5,dismaying,appalling
-0.625,ugly,horrifying,horrible,frightful,atrocious
-0.625,terrible,horrific,horrendous,frightening,fearsome,fearful,dreadful,dreaded,dread,direful,dire,awful
-0.75,threatening,sinister,ominous,minatory,minacious,menacing,forbidding,baleful
-0.375,nightmarish,hair-raising,bloodcurdling
-0.75,shuddery,shivery,scary,scarey,chilling
-0.5,creepy-crawly,creepy
0.625,unnerving,redoubtable,formidable
-0.375,sick,macabre,gruesome,grisly,grim,ghastly
-0.25,hairy
-0.25,petrifying
0.125,stupefying
-0.625,terrifying,terrific
0.5,reassuring
0.25,soothing,assuasive
0.5,assuring
-0.25,worrisome,unreassuring
0.375,leading
-0.125,hardcover,hardbound,hardbacked,hardback
0.125,high-backed
-0.125,low-backed
-0.125,spiny-backed
-0.25,backless
0.125,reverse,inverse
-0.5,retrograde,retral
0.125,headlong,headfirst
-0.125,reverse
0.5,backward
0.25,blate,bashful
-0.5,nervy,cheeky,brash
-0.5,self-assertive,bumptious
-0.125,overfamiliar
-0.125,wise,smart,saucy,sassy,overbold,impudent,impertinent,fresh
-0.5,presumptuous,assumptive,assuming
-0.5,unbalconied
-0.75,unbarrelled,unbarreled
-0.25,beaklike
-0.125,duckbill,duck-billed
0.25,stout-billed
-0.625,beakless
0.125,double-bedded
-0.5,bedless
-0.625,unbeneficed
-0.125,sheetlike
-0.75,unstratified
-0.5,ferny,ferned
-0.25,braky
0.25,ferny,fernlike
0.375,fernless
-0.25,grass-covered
-0.25,sedgelike,rushlike
-0.25,sedgy
-0.25,grassless
-0.5,ungusseted
-0.5,hairless
-0.125,bald-pated,bald-headed,bald
-0.125,balding
-0.25,depilous
-0.25,glabrescent
-0.25,glabrous
-0.25,hirsute,hairy,haired
-0.125,hoary,canescent
-0.25,coarse-haired,coarse-furred
-0.375,dark-haired,dark-coated
-0.375,sericeous,pubescent,puberulent,downy
-0.25,furlike
0.125,fuzzy,fuzzed
-0.125,woolly,lanate
-0.25,pappose
-0.25,pilous,pilose,pilary
-0.75,smooth-haired
0.25,soft-haired
0.25,stiff-haired
0.375,thick-haired
0.125,velvety-haired,velvety-furred
-0.125,wooly-haired,wooly,woolly-haired,woolly
-0.25,awnless
0.625,supporting,load-bearing
0.75,beautiful
0.125,beauteous
0.75,sightly,fair,comely,bonny,bonnie
0.5,dishy
0.375,exquisite
0.625,well-favoured,well-favored,handsome,good-looking,fine-looking,better-looking
0.5,splendiferous,splendid,resplendent,glorious
0.75,gorgeous
0.625,lovely
0.75,picturesque
0.75,pretty
0.5,pretty-pretty
0.375,pulchritudinous
0.75,ravishing
0.25,scenic
0.75,stunning
-0.375,ugly
-0.125,disfigured
-0.75,fugly
-0.25,monstrous,grotesque
-0.375,repulsive,hideous
-0.5,scrofulous
-0.25,unpicturesque,unlovely
-0.625,unsightly
-0.375,bellied
-0.125,flat-bellied,bellyless
-0.75,unbanded
0.125,banded
0.125,beltlike,belt-like
-0.125,unbelted,beltless
0.75,beneficent
0.75,benefic
-0.75,maleficent
-0.625,baneful,baleful
0.125,malign,malevolent,malefic,evil
-0.375,malicious
-0.25,vindictive,spiteful,despiteful
0.375,leering
-0.875,malevolent
-0.375,beady-eyed
-0.625,catty,cattish,bitchy
-0.75,vicious,venomous,poisonous
-0.625,venomed
-0.875,vixenish
-0.556,unmalicious
0.875,benignant,benign
0.5,kindly
-0.375,malign
-0.5,cancerous
0.75,best
0.75,top-quality,top-grade,high-grade
0.625,world-class,foremost,first
0.5,optimum,optimal
0.625,primo
0.375,record-breaking
0.25,second-best
0.25,superfine
-0.375,unsurpassed,unexcelled,unexceeded
1.0,unsurpassable
-0.5,worst
-0.125,bottom
-0.125,lowest,last-place,last
-0.375,pessimum,pessimal
0.875,better
0.5,amended
0.75,finer
0.25,improved
-0.75,worse
-0.25,worsened
0.875,better
0.5,healthier,fitter
0.11200000000000004,worsened,worse
0.375,bettering
-0.125,meliorative,amelioratory,ameliorative,ameliorating
0.625,corrective
-0.25,remedial
-0.25,worsening
0.125,baby-faced
0.5,bald-faced
-0.125,featured
0.5,long-faced
0.5,pug-faced
0.5,sad-faced
0.625,sweet-faced
-0.5,faceless
-0.375,anonymous
-0.125,bibless
0.125,deep-lobed
0.375,two-lobed
-0.5,five-lobed
0.125,palmately-lobed
0.125,bimodal
0.375,two-eared
-0.125,nordic
-0.25,brunette,brunet
-0.375,blemished
-0.375,pustulate,pimply,pimpled,acned
-0.5,blotchy
0.5,flyblown
-0.625,scarred,marred
-0.375,pockmarked,pocked
0.625,unmutilated,unmarred,unblemished
0.625,untarnished,untainted,unsullied,unstained,stainless
-0.25,bloody
-0.375,gory,bloodstained
-0.625,sanguinary,bloody-minded,bloodthirsty
-0.375,violent,red,crimson
0.5,murderous,homicidal
-0.625,slaughterous,sanguineous,sanguinary,gory,butcherly
-0.5,internecine
0.375,bold
0.25,unfearing,intrepid,hardy,fearless,dauntless,brave,audacious
0.375,temerarious,daredevil
0.375,emboldened
-0.625,reckless,rash,heady,foolhardy
0.5,heroical,heroic
0.5,vaulting,overreaching
0.25,overvaliant
0.625,timid
0.25,coy
-0.125,trepid,timorous,fearful
0.25,intimidated
0.25,mousy,mousey
-0.75,unbound
-0.375,untied,unshackled,unfettered,unchained
-0.75,untethered
-0.125,untied,unfastened
0.125,intermeshed,enmeshed
0.25,rootbound
-0.125,untangled
0.125,brassbound
0.25,well-bound
-0.75,unbound
0.25,looseleaf
0.25,spiny-edged
-0.625,non-u
0.125,materialistic,conservative,bourgeois
0.375,quality
-0.375,tweedy
0.625,wellborn
0.25,courageous,brave
0.375,heroic,desperate
0.125,gallant
-0.25,spunky,spirited,mettlesome,gritty,gamy,gamey,game
0.125,lionhearted
0.25,stouthearted,stalwart
0.5,undaunted
0.625,valorous,valiant
-0.5,fearful,cowardly
-0.5,caitiff
-0.5,yellow-bellied,yellow,white-livered,lily-livered,chickenhearted,chicken
-0.25,recreant,craven
-0.375,dastardly,dastard
-0.375,timid,fainthearted,faint-hearted,faint
-0.25,funky
0.625,poltroon
-0.375,unmanly,pusillanimous,poor-spirited
-0.625,plucky,gutsy
-0.125,sweet-breathed
-0.75,dyspnoeic,dyspnoeal,dyspneic,dyspneal,breathless
-0.25,asphyxiating
-0.25,suffocative,suffocating,smothering
-0.25,noncrystalline
-0.375,uncrystallized,uncrystallised,amorphous
0.25,light
-0.125,bright
0.125,candescent
0.125,lighting-up
0.25,livid
0.125,luminescent
-0.125,phosphorescent
-0.25,sunstruck,sunlit
-0.125,stygian,acherontic,acheronian
-0.125,aphotic
-0.125,pitch-dark,pitch-black,black
-0.25,caliginous
0.25,cimmerian
-0.5,crepuscular
-0.125,darkling
-0.625,subdued,dim
-0.25,twilit,twilight,dusky
-0.125,sulky,gloomy,glooming,gloomful
0.125,unlit,unlighted,unilluminated,lightless
-0.125,tenebrous,tenebrious,tenebrific
-0.375,umbrageous,shady,shadowy,shadowed
-0.625,unshaded
-0.5,unshadowed
-0.5,unshaded
-0.5,moonless
0.375,bridgeable
-0.125,unbridgeable
0.125,bright
0.375,nitid,gleaming,agleam
0.25,luminous,lucent,lambent,aglow
0.125,refulgent,radiant,effulgent,beamy,beaming
0.5,glary,glaring,fulgent,dazzling,blinding,blazing
0.25,bright_as_a_new_penny
0.25,brilliant
0.25,ardent
0.25,glimmery
0.5,shiny,shining,sheeny,lustrous,glossy,glistening
0.125,lurid
0.375,noctilucent
0.125,slick,sleek,silky,silklike,silken,satiny
0.375,shimmery
0.125,silvery,silvern,silver
0.375,twinkling
0.375,dull
-0.25,matted,matte,matt,mat,flat
-0.625,subdued,soft
0.125,dimmed,dim
-0.75,undimmed,bright
-0.125,homophobic
-0.375,jaundiced
0.25,loaded
0.5,unprejudiced,impartial
0.25,nonracist,colour-blind,color-blind
0.5,broad-minded
0.625,tolerant,liberal,large-minded,broad
0.625,catholic
-0.375,undogmatical,undogmatic,latitudinarian,free-thinking
0.125,open-minded
-0.625,closed-minded,close-minded
0.25,dogmatical,dogmatic
0.125,small-minded,petty
-0.125,broken
-0.125,unkept,broken
-0.5,unbroken,kept
-0.125,broken
-0.125,dotted,dashed
-0.375,solid
-0.375,interred,inhumed,buried
-0.25,unburied
0.375,busy
-0.375,toiling,labouring,laboring,drudging
0.125,occupied,engaged
0.375,overbusy
0.5,up_to
-0.625,idle
-0.25,bone-lazy,bone-idle
-0.375,lackadaisical
0.25,leisured
-0.125,unengaged
-0.25,bonelike
0.25,strong-boned
-0.625,boneless
-0.125,unfastened,unbuttoned
-0.625,open-collared
0.25,capitalistic,capitalist
-0.625,cacophonous,cacophonic
-0.625,scratchy,rough,raspy,rasping,gravelly,grating
-0.375,husky,hoarse,gruff
-0.625,jarring
-0.5,strident,raucous
0.625,euphonous,euphonious
-0.25,golden
-0.25,silvery,silvern
0.5,calculable
-0.5,incalculable
-0.5,indeterminable
0.375,calm
0.5,unruffled,tranquil,still,smooth,quiet,placid
0.25,settled
-0.5,windless
-0.75,stormy
-0.125,wild3,tempestuous,raging,furious,angry
-0.5,surging,billowy,billowing
-0.125,blustery,blusterous,blustering
-0.625,rough,fierce,boisterous
-0.375,windy,breezy,blowy
-0.25,choppy
-0.75,dirty
-0.125,puffy,gusty
-0.625,squally
-0.5,thundery
-0.25,camphorated
-0.25,uncamphorated
0.125,capable
0.125,able
-0.5,surefooted,sure-footed,confident
0.375,resourceful
-0.375,unable
-0.75,incapable
0.125,cared-for
-0.125,unattended,neglected
-0.125,untended
0.5,careful
0.375,blow-by-blow
0.25,sure,certain
0.625,close
-0.125,scrupulous,painstaking,conscientious
0.5,elaborated,elaborate,detailed
0.25,narrow,minute
0.5,too-careful,overcareful
0.375,protective
0.125,studious
0.75,thorough
-0.5,careless
-0.625,perfunctory,passing,cursory,casual
0.375,sloppy,slipshod,slapdash,haphazard
-0.625,reckless,heedless
0.25,incautious
-0.25,offhanded,offhand
-0.125,zoophagous,meat-eating,flesh-eating
-0.125,omnivorous
-0.125,all-devouring
-0.375,carpeted
-0.125,uncarpeted
0.375,sculptured,sculpted,graven
-0.125,uncarved
0.125,acatalectic
-0.125,catalectic
-0.5,uncensored
-0.5,unexpurgated
-0.25,taillike,caudal
0.125,square-tailed
-0.25,acaudate,acaudal
-0.625,tailless,anurous
-0.125,leafy-stemmed
0.25,spiny-stemmed
0.25,stemless,acaulescent
0.125,causative
-0.375,abortifacient
-0.5,anorexigenic,anorectic
-0.5,causal
-0.5,errhine
0.25,fast
0.375,inductive,inducive
0.125,motive,motivative,motivating
-0.375,motor,motive
-0.125,precipitating
-0.375,sternutatory,sternutative
-0.25,noncausative,noncausal
0.75,cautious
0.25,chary,cagy,cagey
0.25,fabian
0.375,gingerly
0.625,restrained,guarded
0.625,overcautious
-0.625,tearaway,madcap,impulsive,impetuous,hotheaded,brainish
-0.125,cell-like
-0.5,noncellular,acellular
-0.25,cell-free
0.5,coherent
-0.5,incoherent
-0.75,uncompartmented
-0.625,porous,poriferous
-0.625,nonporous
0.125,bifocal
0.375,midmost,middlemost
0.125,nuclear
0.125,marginal,fringy
0.125,skirting,encircling
-0.125,centripetal
-0.125,unifying,centripetal
-0.125,integrative,consolidative
